timestamp,distance,speed,enhanced_speed,heart_rate,cadence,power,altitude,enhanced_altitude,position_lat,position_long,latitude_degrees,longitude_degrees
2026-02-06T15:35:40,16756.12,6.777,6.777,120,80,113,0.0,0.0,426940000,1660042496,35.785697400569916,139.14315462112427
2026-02-06T15:35:41,16762.63,6.827,6.827,120,82,112,0.0,0.0,426940384,1660041856,35.785729587078094,139.14310097694397
2026-02-06T15:35:42,16769.76,6.885,6.885,120,82,112,0.0,0.0,426940640,1660040960,35.785751044750214,139.14302587509155
2026-02-06T15:35:43,16776.41,6.938,6.938,120,83,112,0.0,0.0,426940992,1660040192,35.78578054904938,139.1429615020752
2026-02-06T15:35:44,16783.44,6.991,6.991,120,82,112,0.0,0.0,426941184,1660039296,35.78579664230347,139.14288640022278
2026-02-06T15:35:45,16790.68,7.056,7.056,120,80,112,0.0,0.0,426941376,1660038400,35.785812735557556,139.14281129837036
2026-02-06T15:35:46,16797.65,7.11,7.11,120,80,112,0.0,0.0,426941568,1660037376,35.785828828811646,139.14272546768188
2026-02-06T15:35:47,16804.73,7.173,7.173,120,80,112,0.0,0.0,426941728,1660036480,35.78584223985672,139.14265036582947
2026-02-06T15:35:48,16812.04,7.23,7.23,120,80,112,0.0,0.0,426941824,1660035584,35.785850286483765,139.14257526397705
2026-02-06T15:35:49,16819.42,7.292,7.292,120,81,112,0.0,0.0,426941888,1660034560,35.785855650901794,139.14248943328857
2026-02-06T15:35:50,16826.51,7.348,7.348,120,80,112,0.0,0.0,426941920,1660033664,35.78585833311081,139.14241433143616
2026-02-06T15:35:51,16834.0,7.403,7.403,120,80,112,0.0,0.0,426941952,1660032512,35.785861015319824,139.14231777191162
2026-02-06T15:35:52,16841.38,7.464,7.464,120,80,112,0.0,0.0,426941920,1660031616,35.78585833311081,139.1422426700592
2026-02-06T15:35:53,16848.36,7.519,7.519,120,80,112,0.0,0.0,426941824,1660030720,35.785850286483765,139.1421675682068
2026-02-06T15:35:54,16856.4,7.584,7.584,120,80,112,0.0,0.0,426941696,1660029568,35.785839557647705,139.14207100868225
2026-02-06T15:35:55,16864.07,7.641,7.641,120,79,112,0.0,0.0,426941472,1660028672,35.7858207821846,139.14199590682983
2026-02-06T15:35:56,16871.67,7.707,7.707,119,80,112,0.0,0.0,426941248,1660027776,35.7858020067215,139.14192080497742
